Company Name,ESG Rating,ESG Report Conclusion
"Zimmer Biomet Holdings, Inc.2021",BB," Company's Sustainability Commitment is committed to sustainability by 2021 . Company is responsible for environmental risk and climate change . Safety................................................................................................................................................................................................ . . 6 Communication & Education........................................................ 6 Environmental Targets........................................................... 7 Environmental targets............................................................... 7 Social Media . Company's sustainability Commitment  committed to sustainable by 2021  Company is . responsible for . environmental risk, climate change, safety and education .  Talent......................................................................................... 8 Culture Promises........................................................................ 8 Team Member Engagement........................................................ 8 Performance .  Management................................................................. 8 Management .  Learning and Development ........................................................ 9 Global Mentoring Program........................................................... 9 Virtual Work Support ................................................... 9 Team Member .  Recognition.............................................................. 9 Talent . 11 Discrimination Policy, 11 Product Quality, 11 Supplier Code of Conduct, 12 Supplier Social Responsibility Audits . Supplier Diversity Policy............................................................. 13 Management of Risks Associated with Use of Critical Critical Risks . Advancing Diversity, Equity and Advancing diversity, Equity . Inclusion............................ 16 Access to Access to Testing Policy, Funding, Funding .  Zimmer Biomet’s Statement of Engagement   on Public Policy Issues . Life................................................................... 16 Patient Privacy and Data Security............................................. 17 Privacy................................................................................. 17 Data Security.............................................................................. 17 Data Usage........................................................................... 17 Data usage........................................................................ ... 17 Data Use............................................................................ 17 Data  Zimmer Biomet is a global medical technology leader with a comprehensive portfolio designed to maximize mobility and improve health . In 2021, we continued to make strong progress against   our sustainability commitments . We seamlessly transform the patient experience through our innovative products and suite of integrated products . The company is committed to being a good corporate citizen .  Zimmer Biomet. committed to reduce absolute  scope 3 GHG emissions from purchased goods and services to 15% . Zimmer EHSS communicates our Environmental  Health and Safety . We minimize waste and emissions, reuse  and recycle materials, promote renewable energy use, reduce greenhouse gas emissions . 10 of our major manufacturing  and distribution sites are now .  People of Color (POC) made up 22.1% of our total employee population in the U.S. Zimmer Biomet has established 2026 representation goals for women and POC in the organization . Virtual Work Support was created to help team members and managers focus on building and sustaining connections in the absence of regular in-person work .  2019, the review was focused on gender differences, with any identified pay issue also being reviewed for ethnicity . A Product Lifecycle Management tool, Windchill, is in the midst of implementation . Forty-seven suppliers were audited in 2019 with no major findings . The next round of Social Responsibility audits will focus on high-risk suppliers . Zimmer Biomet’SBLO is an administrator for the Supplier Diversity Program .  Americares was able to support approximately 40 charitable surgeries in the U.S. with Zimmer biomet implants . For the first year collectively capturing data on the volunteer program, team members logged close to 3,000  hours of giving back to their community . Some of those organizations include Feed My Starving Children, Prospect  Hospice Limited, Bumbleance Ireland (Saoirse Foundation)  Zimmer Biomet has engaged with OneTrust, the industry-leading privacy management solution, to embed privacy in its products and services . Patient data is used to improve outcomes  and create value for patients and their care teams . The patient and provider each have rights and responsibilities regarding data .  In 2021, across our global network, we received no new bonus payouts . Zimmer is committed to effective corporate governance, adhering to the highest ethical standards . Zimmer has a dedicated global security operations team that includes a global security team . Zimmer Biomet introduced the new “Speak�? In 2021, there were more than 90 compliance concerns reported and investigated . The policies are reinforced by a robust, interactive, annual training program as well as periodic auditing and monitoring . Zimmer Biomet’s Government Affairs office in Washington, D.C. is responsible for advocacy activities with the U.S. Congress .  Zimmer Biomet did not receive any warning letters, seizures or consent decrees in 2021 . 100% of Zimmer biomet manufacturing sites are audited by a third party and are ISO certified . The FDA has issued five recalls, total units recalled 5 recalls in 2021, by type ."
"Zimmer Biomet Holdings, Inc.2022",A," Zimmer Biomet CEO: ""I am pleased to report that in 2022 we continued to make significant strides in accomplishing our goals and commitments"" ""Achieved our 2022 milestone towards our 2026 DEI representation goals for women globally, and people of color in the U.S. at the director-level and above"" ""Launched our Best & Preferred Place to Work strategy focused on shared purpose"" Upgraded to ‘AA�?ESG rating by MSCI in February 2023 .  Education........................................................... 7 Task Force on Climate-related Financial Disclosures (TCFD) 8 Zero Waste to Landfill (ZWTL) 8 Environmental Targets............................................................. 9 SOCIAL .  Acquisition...................................................................... 12 Internships and Early Career Programs..................................... 12 Talent Development.................................................................. 12 Recognition.............................................................................. 12 Culture .  Promises...................................................................... 13 Global Leadership Competencies............................................. 13 Performance Connections........................................................ 13 Team Member Engagement...................................................... 13 Diversity, Equity & Inclusion..................................................... 14 Health, Safety & Wellness........................................................ . Rewards........................................................................... 15 Pay . Pay .  Equity.................................................................................  15 Collective Bargaining.............................................................. 15 Discrimination . Policy.............................................................................. 15 Product Quality . 15 Supplier Social Responsibility Audits.................................................................... 17 Supplier Diligence Audits............................................................ 17 Quality Audits........................... 17 Quality Audit Reports...........................................................................................  Management of Risks Associated with Use of Critical Materials..... 18 Animal Testing Policy................................................................ ... 18 Clinical Trial........................................................... 18 Animal testing Policy................................................................... 18 Clinical Trials........................................................ ... 18 Animal Tests Policy.............................................................................................................................. 18  19 Zimmer Biomet Corporate Grants, 19 Zimmer Bioomet Product Product .  Donations/Medical Missions.............................................................. 19 Zimmer Medical Missions.............................................................................................. 20 Healthy Communities........................................................ ... 20 STEM Communities . Trials........................................................ . Clinical Trial Transparency........................................................... 19 Zimmer bioomet product donations/medical medical missions............................................................ 19 Zimmer medical missions............................................................................................. 20 Zimmer Medical Missionaries........................................................................................... 20 Zimmer Bioomet products .  19 Zimmer medical missions . ... 20 Zimmer Medical Mission Teams........................................................................................... 20 STEM Teams............................................................................................................................ 20 STEM Programs........................................................................................ ... 20 STEM programs...................................................................................................................... 20 Zimmer medical teams...................................................................................................... ... 20 medical missions..................................................................................................... ... 20 . Zimmer Medical Missions........................................................................................................................................................... 19 Zimmer . missions............................................................. 19 . Zimmer medical Missions . 19 Zimmer Medical . missions .  Education.................................................................... 20 Disaster Relief . Advancing Diversity, Equity and Inclusion . Access to Healthcare................................................................... 21 Patient Privacy and Data Security............................................. 22 Privacy................................................................................. 22 Data Security.............................................................................. 22 Data Privacy...................................................................... 22 Privacy........................................................... 22 Data........................................................ .  Zimmer Biomet’s 22 Data Usage........................................................................... 22 Data usage............................................................................ 22 Ownership............................................................................................................................................. 22 Digital Health Product Security............................................ 23 Cybersecurity........................................................................ ... 23 Digital Health product Security........................................................... 23 Cyber Security.............................................................................. 23 CyberSecurity............................................................................. ... 23  Zimmer Biomet’s mission is to alleviate pain and improve the quality of life for people around the world . Zimmer biometics are the world's largest and largest medical device company . Large-scale solar farm is the first large-scale project to build a solar farm in the U.S.  Zimmer Biomet EHSS establishes health and safety standards that promote a safe and healthy workplace . Announced $6.0 million three-year commitment to support the NAACP . Increased representation  of women at the director-level and above to at  least 31% globally by 2026 .  Zimmer Biomet earned certification in the U.S. as a 2022 Great Place to Work® in 2022 . Supplier Engagement Rating assesses performance on governance, targets, emissions and value chain engagement . Holistic Well-Being is a sense of feeling cared for as a whole person .  Zimmer Biomet has more than 18,000 active team members globally . Less than 200 are affiliated with a U.S. collective bargaining agreement . People of color (POC) made up 23.3% of  team members and comprised 15% of positions at director level and above .  The program leverages a maturity assessment program that includes action plans with FDA reviews . ZB has instituted a Code of Supplier Conduct . A third-party ranks our top suppliers against 73 financial ratios on a scale of 1-100 . In 2022, approximately 18% of our U.S. supplier spend was with U.K. small and diverse suppliers .  Zimmer Biomet Foundation donated nearly $6.7 million in charitable grants in 2022 . Americares is committed to serving the poor of Guatemala through short-term medical mission trips that take an integrated approach to care that strives to reach those in the greatest need . Team members logged over 6,700 community volunteer hours, helping over 150 unique charities .  Movement is Life held its National Caucus on November 10-  11, 2022, in Washington, DC . NAACP and American Association of Latino Orthopaedic Surgeons provide support . Zimmer Biomet Foundation made a multi-year, multi-million-dollar commitment to continue to support operating costs of the new organization . Foundation also provided $20,000 to charitable organization Akhuwat to support its efforts in helping those  impacted by the devastating flooding in Pakistan in the summer and fall of 2022 .  Zimmer Biomet has invested in people, processes and next generation cybersecurity technology solutions to combat this evolving risk . Three of our ten directors (30%) are women, three are ethnically diverse, one identifies as LGBTQ+ and four were born outside the U.S. Every director must stand for election annually .  Zimmer expects every team member and business partner to conduct their work with honesty, integrity and world-class ethical standards . 80 highly skilled  and dedicated lawyers and compliance professionals, located in countries around the world . 100% of team  members and Zimmer  Biomet’s Board of  Directors successfully completed the Code .  Zimmer Biomet has instituted a robust process to cover the entire lifecycle of an investigation . The Speak Up Hotline is available 24 hours a day, 7 days a week . The Global Third-Party Compliance team supports and monitors business partners, such as distributors, and government officials . ARTED is the first Turkish edition of the Medtech Channel series .  Z-PAC contributes to candidates and political committees on a bi-partisan basis . Medical Device Competitiveness Coalition (MDCC) paid at least $25,000 per year in membership fees . U.S. Chamber of Commerce �?20-25% Political Contributions . MedTech Channel is based in Turkey and Austria .  Management is responsible for the completeness, accuracy, and validity of the metrics . GHG emissions from the generation of electricity purchased by the Company for use at the Company’s sites accounted for less than 1% of the reported Scope 2 GHG location-based and market-based emissions . Emissions from steam, heating, and cooling were excluded .  Risks include the effects of business disruptions such as the COVID-19 pandemic . 100% of Zimmer Biomet manufacturing sites are audited by a third-party and are ISO certified . The possibility that the anticipated synergies and other benefits from mergers and acquisitions will not be realized within the expected time periods .  Forward-looking statements speak only as  of the date they are made, and we expressly disclaim any intention or obligation to update or revise any forward-looking  statements . We are not aware of any plans or plans to update the accuracy of any statements made by our employees to distributributributors ."
"Zimmer Biomet Holdings, Inc.2023",AA," Zimmer Biomet has 55% reduction in GHG emissions by 2030 from a 2017 baseline . Increased Women and POC at director-level and above . Commitmentment  to world-class Quality and Compliance Managerial and Board oversight of quality . Expanding Zero Waste to Landfill initiative to have no waste sent directly to landfill for .  Zimmer Biomet established a function responsible for building and executing a comprehensive strategy around ESG initiatives . The company continues to leverage the Virtual Power Purchase Agreement (VPPA) that was negotiated in 2021 with a large-scale solar farm, Prospero II, that for 2023 produced more than 163,000MWh of clean electricity .  Zimmer Biomet re-certified in the U.S. as a Great Place to Work in 2023 . As of December 31, 2023, women made up 36% of the company’s total workforce . POC made up 25% of our total team member population .  The ratio of recalls classified by the FDA per $1b in revenue declined to 1.22 in FY 2023 . In 2023, approximately 16% of our U.S. supplier spend was with suppliers in designated diversity categories . We have Zero pending  FDA Warning Letters at any ZB site globally .  Zimmer Biomet Foundation, Inc. donated nearly   $4.5 million in charitable grants in 2023 . Americares continues to donate implants through Americares, a nonprofit that saves lives and improves health . The company does not perform animal testing directly; the work is contracted to approved laboratories .  Movement is Life held its 2023 annual health equity summit in November 2023, in Washington, DC . Zimmer Biomet implements and verifies stringent security requirements to protect data we hold for patients and customers . The Foundation continued its multi-year, multi-million-dollar commitment to Movement Is Life .  Zimmer Biomet’s Chief  Information Security Officer and the Chief Information  Officer, are responsible for the cybersecurity program . Board of Directors has responsibility for establishing broad corporate policies and for overall performance . Board nominated ten nominees to stand for election  as directors at our May 2024 Annual Meeting .  Biomet conducted 15 third-party audits with a particular focus on high-risk business partners . The Speak Up Hotline can be used to confidentially and anonymously ask questions or report a concern about a known  or potential violation . Zimmer has a risk matrix that determines the depth of the reports and dictates how often partners must undergo renewal due diligence .  Biomet files quarterly reports with the U.S. Congress describing  our advocacy activities in Washington, D.C. and the amount of  money spent each quarter to support these activities . We reserve the right to remove our company from related association or industry group activities, as appropriate .  Zimmer Biomet acquired Embody, Inc. which added a new site in Norfolk, Virginia . GHG emissions for this site have been contracted and will be retired before June 30th, 2024 . Emissions from purchased electricity are calculated in metric tons of CO2  equivalents . This approach includes sites identified in Table  1 below .  87% of Tier 1 suppliers  audited by third party . Highest risk suppliers are either audited as part of their ISO certification . Those suppliers not participating in third party audit programs have been vetted as the lowest risk . Divisions of lines of business have been included in  our 2023 GHG emissions beginning from the date of  acquisition in February 2023 .  Risks and uncertainties related to our ability to successfully integrate  the operations, products, employees and distributors of acquired companies . Risk of disruption of management’s  attention from ongoing business operations due to integration  matters related to mergers and acquisitions . The value of our intangible assets, including goodwill, could negatively impact our  operating results .  assets including goodwill could also be negatively impacted by changes in our operating results, such as interest rates and interest rates . The company's operating results could be affected by changes to interest rates or interest rates, including those in the interest rate environment . The firm's interest rates are expected to rise in the coming months ."
Zoetis Inc.2020,A," Zoetis has committed to sourcing 100% renewable energy by 2050 . The company has 8 8 species supported by the company . Vaccines, anti-infectives, parasiticides, dermatology products, medicated feed additives, animal health diagnostics, other pharmaceuticals .  The Drive to Protect Our Planet Planet is our Sustainable Development Goal . Minimize our  carbon footprint Source 100% renewable energy by 2050 . Invest in R&D on emerging infectious diseases . Train women trainees to 50% of trainees . Innovate to create and drive adoption of key sustainable animal health solutions . Promote responsible use of antibiotics through technical education .  Ms Leatherberry is a long-time Deloitte executive and technology leader . Board Diversity Action Alliance requires corporate signatories to increase the number of Black directors on the Board to one or more . Zoetis has provided more than $7.9 million in scholarships to underrepresented students .  Zoetis U.S. Tuition Reimbursement Program reimburses full-time eligible  colleagues up to $15,000 annually . Flu shot clinics on-site to ensure  colleagues were able to safely receive  flu vaccination in the fall . In 2020, 198 colleagues  received tuition reimbursement, up 28%  compared to 2019 . Half of Tuition  Reimployment participants in 2020 were women .  Zoetes self-certified the  first site in Campinas, Brazil, as part of the program . Zoetis Italy donated technical equipment and PPE to the Cremona Hospital in one of the regions that was highly impacted by COVID-19 when the outbreak first began . In Canada, Zoetas expanded vet care access to pet owners in-need with product donations .  Zoetis colleagues celebrated World Animal Day with a collaborative volunteering effort . Company's CLARIFIDE-Plus genomic predictions help commercial dairy farmers around the world increase financial sustainability . In 2020,    $1.83 million in charitable contributions  and in-kind product donations went  toward helping animals in-need .  Nearly two billion Norwegian salmonids have been injected with vaccines from PHARMAQ . At the end of 2020, ten labs were opened in collaboration with  local strategic partners to serve farming communities . Intensive training was held for laboratory staff and vets on diagnostic testing and sampling . An estimated 6,605 chicken flocks and 12,000 cows were tested in 2020 .  Zoetis reduced its water intake in 2020  by 5% compared to 2019 . Eight of our international manufacturing sites operated with 100% renewable electricity . Zoetes reduced its use of water to clean equipment, for  cooking, maintenance, landscaping and landscaping, sanitary needs and other activities .  Environmental impact of packaging is similar to that of other packaging in the U.S. environmental impacts . Hazardous waste recycled 9,454,480 12,592,955 10,746,552 . Renewable electricity (GJ) 8.8% 8.6% of electricity ."
Zoetis Inc.2021,AA," Zoetes CEO: ""Our purpose guides and  sustains us as we care for animals, people and the planet we share"" Report 2021 marked Zoettis�?best revenue growth performance as a business . Zoetis generated  revenue of $7.8 billion in 2021 with approximately 12,100 colleagues .  Planet 11 has embedded sustainability goals and aspirations into its key business functions . Named one of Newsweek's America’s Most Responsible Companies, ranked #71 out of 500 in its first year . Earned a top 10 spot on Seramount Top Companies for Executive Women in 2021 . Named to Seramount Best Companies for Dads list for the first time .  Zoetis CEO serves on the Board of Catalyst, a global non-profit working  with leading companies to help build  workplaces that work for women and underrepresented groups . 35% of our global workforce is women . Paid Parental Leave program provides all  colleagues six weeks of 100% paid leave after welcoming a child through birth or adoption . Steering councils:   Launching in 2022, these will align business and sustainability priorities .  Zoetis contributes 2,500 volunteer days (20,000  hours) annually in the communities we serve . OSHA VPP Star: 3 U.S.  manufacturing sites and 1 logistics center . Fatality rate: 0.20 0.24 fatality rate .  Zoetis provided approximately $1.6 million in monetary and in-kind product donations to care for over 721,000 animals impacted by natural disasters . The company has gained U.S. approval for M.bovis vaccine to help prevent bovine respiratory disease .  At least 75% of emerging infectious diseases, including SARS-19, have an animal origin . CTED was appointed by the OIE as one of the two approved vaccine suppliers to the Rabies  Vaccine Bank for four years . Zoetis received U.S. approval for a vaccine to help prevent bovine respiratory disease caused by M. bovis .  Zoetis is committed to sustain and grow its presence  in the region by focusing on distribution  improvement and geographical coverage . The Bill & Melinda Gates Foundation aims to become carbon neutral in its operations by 2030 . The number of doses of treatment and prevention products supplied to the markets have increased 35x in 2021 .  Zoetis. reduce its water intake by 2% in 2021 . Set up an Energy Intensity Core team, cross-functional group across manufacturing and R&D operations . Continued to remove 1,280,000 kg of construction/demolition debris from our routine operation . Set a target of stand-up ‘Location Sustainability�?teams in major sites .  The 2021 Sustainability Progress Update and 2021 ESG  and SASB Index include forward-looking statements . If one or more of these risks or uncertainties materializes, or if management’s  underlying assumptions prove to be incorrect, actual results will be different . “Items 1A. Risk Factors�?in our Quarterly  Reports on Form are listed in our quarterly reports on Form ."
Zoetis Inc.2022,AA," Zoetis' purpose is to nurture the world  and humankind by advancing care for animals . Foundation committed  $1.2 million in grant funding over two years to help more than 80,000 livestock farmers in  Ethiopia and Kenya gain access to financial and veterinary services . Foundation is Founding Sponsor of the It Takes a Village Foundation's Vet for a Day .  Zoetis generated  revenue of $8.1 billion in 2022 with approximately 13,800 colleagues . By 2025 we will train 100,000 farmers, vet professionals  and lab technicians . Reduce transportation-related emissions by 25% by 20252 . Increase representation  of people of color at  all levels to 25%  by 2025 .  Zoetis is ranked among the top 10 on Seramount’s Top 75 Companies for Executive Women . Board also has oversight responsibility for Enterprise Risk Management and Enterprise Risk  Management . Increase representation of women at the director  level and above globally to 40% by 2025 .  Zoetis offers more than 16,000 online courses taught by real-world professionals . The company also provides back-up care, providing a safety  net for childcare and elder care needs . In 2022, 792 of our Zoetes colleagues accessed  our Student Loan Repayment benefits, a 24% increase in participation from 2021 .  Broadhurst was named among Savoy magazine's 2022 Most Influential Black Executives in Corporate America . Zoetis signed on to PrideVMC’s Gender Identity Bill of  Rights, a document that states the rights  of transgender, non-binary, and gender non-conforming persons .  Approximately 9,000 service dogs are helping  to locate and defuse mines, search for victims under rubble, and find and rescue victims . Zoetis donated $150,000 grant to the Red Cross and matching over $96,000 in contributions to the Foundation’s Red Cross microsite .  Zoetis joined the Coalition for Gender Fair Procurement, an organization working to inspire progress toward UN SDG 5: Gender  Equality . Company became certified as a Gender Fair company, with an independently verified score of 88/100 . Company's approach is proactive—we help  underrepresented groups navigate the requirements to qualify for the tendering process and for certification .  Zoetis expanded Protivity�? a vaccine to protect against M. Bovis, beyond  the U.S. into Canada . Dectomax V® also branded as Valcor�?for  broad-spectrum treatment and control of parasites . By 2050, overall food production must increase by an estimated 70% to meet global demands .  PHARMAQ’s innovative tools can help the aquagulture industry make informed  decisions and increase efficiency . Zoetis concluded a three-year  training program designed to increase productivity, profitability and sustainability . Aquaculture accounts for 35% more milk, contributed 10% less methane  emissions and required 27% less labor for health needs .  Zoetis is committed to cross-industry and cross-sectorial efforts to develop and refine new in vitro testing and predictive informatics-based systems . The VAC2VAC project produced 21 peer-reviewed open access publications on both technical aspects and methods . The European Partnership for Alternatives to Animal Testing is instrumental for the 3Rs�?harmonization efforts .  Bovine Biologics Research Animals is committed to responsible use of antibiotics in animals . We do not sell medically important antibiotics for growth promotion in animals anywhere in the world . Online education in multiple languages reaching over 92,000 customers including veterinary professionals,  livestock farmers and their teams in more  than 22 countries .  Zoetis has participated in  Codex Task Force on Antimicrobial Resistance’s efforts to develop the Code of Practice and Integrated Surveillance documents . By 2025 we will train 100,000 farmers, veterinary  professionals and lab technicians . 30% of in-person trainees are women .  Zoetis monitors about 200 diseases that pose the greatest risk to animals and humans . 26,700 chicken flocks and 42,100 cows have been tested to-date . At least 75% of Saharan Africa face negative  economic impacts due to inappropriate disease treatments . Mass dog vaccination is a proven, cost-effective way to prevent people from dying from dog-mediated Rabies .  Zoetis set a goal to be carbon neutral in its own operations by 2030 . The company has committed to reducing greenhouse gas emissions in its operations . It has continued to leverage energy efficiency programs we launched in 2020 . Anticipate signing  second VPPA to source all electricity for North America from renewables as early as 2027 .  Zoetis is committed to minimizing the environmental impact of our products . Fleet of just over 3,800 vehicles across 40 countries accounts for 6.9% of our total Scope 1 and 2 emissions . Bioethanol accounted for 86% of the fuel used by our Brazilian fleet compared to 27% in 2021 .  Zoetis removed cotton from its Rimadyl® chewable products packaging, reducing cotton use by an estimated 6,000 lbs per year . 77% of hazardous waste was recycled, reused or incinerated for energy recovery in 2022, compared to 72% in 2021 . 11,420,528 kg of waste being used for energy recovered in 2022 .  Zoetis investments (expense) �?$539M $508M $463M Communities Animals Animals Animals Planet 62 ESG Index . CROs, which are pivotal to clinical research,   are vetted by the quality assurance program . Multiple studies have been cancelled or terminated due to project-specific reasons (technical/commercial)  Zoetis operates under a strict Corporate Policy for Adverse Event Reporting . A global Pharmacovigilance System is also in place for continuous monitoring of product safety and efficacy performance . Counterfeits are identified through a combination of customer, field force, distributor alerts, customs alerts and online monitoring .  Zoetis operates a zero-tolerance policy with respect to all forms of modern slavery, including forced labor, child labor, slavery and human trafficking . Responsible supply chain management requires suppliers to adhere to company’s commitments on human rights, ethics, environment, health  and safety, and human rights .  Zoetis requires all colleagues to complete Code of Conduct training annually . There are additional required online trainings that colleagues complete such as Pharmacovigilance, Anti-Bribery and Corruption, Data Privacy, and Respectful Treatment (Anti-Harassment and Discrimination)  Zoetis H&S  Star: 3 global  manufacturing sites OSHA VPP star: 3 U.S. manufacturing sites and 1 logistics center . Compliance function conducts ongoing monitoring and testing under our anti-bribery and anti-corruption procedures . Board has clear roles for the executive  management team as well as the Board for oversight .  Zoetis reported waste disposed through incineration with energy recovery and recycled waste under a single category “recycled/energy/energy’s�?category . Incinerated 1,898,191 2,499,143 not available . Energy Recovery2 11,420,358 9,454,752 Recycled 258,978 Hazardous waste intensity (per $1MM revenue) 1,881 1,678 1,409 . Water intake in areas of high / extremely high water stress was 11.7  Australia acquired in 2022 was not added to the waste footprint as data is not available . Site sustainability teams were designated at major sites to lead localized sustainability actions . Zoetis is committed to reducing the vulnerability of our sites to climate-related impacts . Water related risks have been added  to our due diligence questionnaires that are required for a potential acquisition .  Zoetis is committed to managing the GHG emissions footprint of its operations . The company also takes into account the risk of managing its GHG footprint during its financial planning processes . Innovations include immune therapies that could yield alternatives to antibiotics or understanding pathways that could help reduce methane production .  Please submit any photos or videos of the process to see if you want to make changes to the process . Please submit a photo or video of the event to see how it happened . available in the process of submitting a form of form to be submitted to the public . available ."
Zoetis Inc.2023,AA," Zoetis Foundation distributed $8.3 million in grants in 2023 . Company continued its dedicated focus on diversity, equity and inclusion (DE&I) Foundation distributed grants to support livelihoods and education of vets and farmers . Center for Transboundary and Emerging Diseases monitors and combats infectious diseases .  Zoetis' culture is founded on our Core Beliefs, which are part of the promise we make to our customers, investors and partners . Sustainable Program governance  Committee contributes to oversight of select areas of  sustainability program and strategy . 1,150 global active  members across all CRGs ALIVE50+ Adaptable, Limitless, Insightful, Vital, Vital & Experienced .  Zoetis Summer Internship Program offers students the opportunity to gain real-world experience in our award-winning culture . Frontline Manager Development:  launched a global program at our manufacturing sites . Leaders Academy: This partnership provides colleagues with  opportunities to participate in leadership development programs focused on the unique skills and challenges of Black, Latinx and Asian leaders .  Zoetis Foundation committed to disbursing $35 million in grants from 2021 until the end of 2025 . Foundation’s work is  primarily focused across six strategic regions,  including Africa, Australia, Brazil, China, the EU/UK and the U.S.  HealthforAnimals uses expertise in animal health to solve sustainability challenges facing animals and people . Healthy animals are  more productive, have reduced mortality rates and  generate lower emissions per unit of food produced . Fall in disease levels of ten percentage points could lead  to a decrease of more than 800 million metric tons of GHG emissions annually . Parasite resistance is a growing challenge that threatens the welfare and productivity of cattle .  Zoetis is dedicated to helping animals live longer, healthier lives through the discovery and development of breakthrough medicines and therapies . 80% of the U.S. milk supply participate in the FARM Environmental  Stewardship (ES) platform, with scientific support provided by DMI and managed by the National Milk  Producers Federation .  Zoetis: Healthy animals help reduce the risk of infectious zoonotic diseases that can pass between animals and people . In the EU, we are engaged in multi- stakeholder efforts, including the European Platform for the Responsible Using of Medicines in Animals . Our industry is on track or ahead of the 25 goals set out in the Roadmap to Reducing the Need for Antibiotics .  Around 75% of emerging infectious diseases have an animal origin . Zoetis conducts veterinary biosurveillance and has developed or supported vaccines for high-impact TADs and EIDs around the world . By 2025, initiatives with focus in Africa will train 100,000 farmers, veterinary professionals and lab technicians .  Zoetis increased the quantity of waste recycled by 9.6%  compared to 2022 . Suzhou Bio manufacturing site in China installed a PV solar array that generates up to 10% of the site’s electricity demands . Zoettis. operated with 100% renewable energy .  Zoetis replaced plastic clam shells with paperboard boxes for rabies vaccine packages distributed in the U.S. in 2023 . In 2024, we plan to continue to implement energy efficiency and renewable energy projects, including onboarding our second virtual power purchase agreement . Secondary packaging, including leaflets and accessories, will be reviewed against regulatory requirements .  Zoetis has not incurred any monetary losses as a result of legal proceedings associated with false marketing claims . From 2022 to 2023, we had a 56% increase in our U.S. Tier 11 and 22 supplier spend . No single product contributed to price growth in 2023 .  Travel, hotel stays, car rentals and rail travel are calculated by a third-party . Water stress was determined using World Resources Institute Aqueduct. Bio & MFA China, and Melbourne Australia . Waste data from a manufacturing site in Rutherford, Australia acquired in 2022 was not added to the waste footprint as data is not available .  The information set forth in this report reflects the 2023 calendar year unless otherwise noted . A further list of risks, uncertainties and other matters can be found in our most recent Annual  Report on Form 10-K . The information is set out in this 2023 Sustainability Report ."
Paccar Inc 2024,A,
Old Dominion Freight Line 2022,AA,
Nucor Corporation 2023,AA,
Nvidia Corp 2024,AAA,
"Nrg Energy, Inc. 2023",BB,
Nordson Corp 2023,BBB,
Newmont Corporation 2023,AA,
"Nasdaq, Inc. 2023",AA,
"Motorola Solutions, Inc. 2023",AA,
Morgan Stanley 2023,AA,
Morgan Stanley 2022,AA,
"Metlife, Inc.2023",AA,
"Match Group, Inc 2024",BB,
"Match Group, Inc 2023",BB,
"Match Group, Inc 2022",BB,
"Match Group, Inc 2021",BB,
Keycorp,A,
Keurig Dr Pepper Inc.,AA,
Kenvue Inc.,AA,
Jpmorgan Chase & Co.,A,
Johnson & Johnson,A,
Jb Hunt Transport Services Inc,A,
Jacobs Solutions Inc.,AA,
Intuitive Surgical Inc.,A,
International Flavors & Fragrances Inc.,AA,
International Business Machines Corporation,AA,
Incyte Genomics Inc,AA,
Huntington Bancshares Inc,AA,
Hubbell Incorporated,AA,
Howmet Aerospace Inc.,A,
"Home Depot, Inc.",AA,
Goldman Sachs Group Inc.,A,
Gilead Sciences Inc,AAA,
"Franklin Resources, Inc.",BBB,
Constellation Energy Corporation 2024,BBB,
"Consolidated Edison, Inc. 2023",A,
Conocophillips 2023,AA,
"Conagra Brands, Inc. 2023",AA,
Comcast Corp 2024,BBB,
Colgate-Palmolive Company 2023-24,A,
Cognizant Technology Solutions 2022,A,
Coca-Cola Company 2022,AA,
Cms Energy Corporation 2023,AA,
Cme Group Inc. 2023,BBB,
Clorox Company 2024,AAA,
"Citizens Financial Group, Inc. 2023",A,
"Cisco Systems, Inc. 2023",AA,
Chubb Limited 2023,BBB,
"Chipotle Mexican Grill, Inc. 2023",BBB,
Chevron Corporation 2023,A,
"Charles River Laboratories International, Inc. 2023",A,
"Cf Industries Holding, Inc. 2022",BBB,
"Centerpoint Energy, Inc. 2023",A,
"Warner Bros. Discovery, Inc. Series a2023",BBB,
"Waste Management, Inc.2024",A,
Texas Instruments Incorporated 2021,AAA,
Texas Instruments Incorporated 2023,AAA,
Texas Instruments Incorporated 2022,AAA,
"Teradyne, Inc. 2024",A,
Teleflex Incorporated 2023,AA,
Starbucks Corp 2022,A,
Starbucks Corp 2023,A,
Southwest Airlines Co. 2023,B,
Southwest Airlines Co. 2022,BB,
Quest Diagnostics Inc. 2023,AAA,
Qualcomm Inc 2023,A,
Ppl Corporation 2023,BBB,
"Ppg Industries, Inc. 2023",AAA,
Pool Corporation 2023,AA,
Pfizer Inc. 2022,A,
Parker-Hannifin Corporation 2023,BBB,
"Palo Alto Networks, Inc. 2023",AA,
